1,"Grand Cameroon"
2,"Grand Havana"
3,"Grand Maduro"
4,"Grand Marnier"
5,"Grand Nica"
6,"Grand Virrey"
7,"Grande"
8,"Grandes de Espana"
9,"Grass"
10,"Graycliff"
11,"Great %28bleeping%29 Cigars"
12,"Great Lakes Cigar Company"
13,"Great Wall"
14,"Greenville Avenue Tobacco Co."
15,"Gridiron"
16,"Griffin%27s"
17,"GTO Cigars"
18,"Guaimaro"
19,"Guajiro"
20,"Guama"
21,"Guantanamera"
22,"Guantanamera %28Cuban%29"
23,"Guaranteed Jamaica"
24,"Guayacan"
25,"Guerra"
26,"Guglielmo Winery"
27,"Guillermo Leon %28by La Aurora%29"
28,"Guillermo Pena"
29,"Gunslinger %28See Outlaw Cigars%29"
30,"Gurkha%2F K. Hansotia %26 Co."
31,"Guzman"
32,"GWAR %28by Tatuaje%29"
33,"H M %28Humberto Mendoza%29"
34,"H. A. Ladrillos"
35,"H. Upmann"
36,"H. Upmann %28Cuban%29"
37,"Habana Cuba %28Oliveros%29"
38,"Habana Delight"
39,"Habana Gold"
40,"Habana Leon"
41,"Habana Port"
42,"Habana Real %28Honduras%29"
43,"Habana Real %28US%29"
44,"Habana Treasure"
45,"Habanera"
46,"Habanera 78"
47,"Habanero 87"
48,"Habaneros"
49,"Habanica"
50,"Habanique"
